contig_3101,bin_1
contig_12279,bin_1
contig_13797,bin_1
contig_15258,bin_1
contig_25175,bin_1
contig_2929,bin_1
contig_13073,bin_1
contig_10290,bin_1
contig_7579,bin_1
contig_8665,bin_1
contig_6738,bin_1
contig_24188,bin_1
contig_12675,bin_1
contig_1352,bin_1
contig_13534,bin_1
contig_5903,bin_1
contig_2928,bin_1
contig_6739,bin_1
contig_6040,bin_1
contig_10302,bin_1
contig_25076,bin_1
contig_24626,bin_1
contig_21822,bin_1
contig_25255,bin_1
contig_7393,bin_1
contig_6737,bin_1
contig_24630,bin_1
contig_7368,bin_1
contig_10491,bin_1
contig_24726,bin_1
contig_7390,bin_1
contig_7382,bin_1
contig_7392,bin_1
contig_24727,bin_1
contig_7371,bin_1
contig_24215,bin_1
contig_25973,bin_1
contig_7369,bin_1
contig_7372,bin_1
contig_21823,bin_1
contig_6718,bin_1
contig_10280,bin_1
contig_10276,bin_1
contig_10282,bin_1
contig_25149,bin_1
contig_25167,bin_1
contig_1668,bin_1
contig_10435,bin_1
contig_11983,bin_1
contig_6723,bin_1
contig_24629,bin_1
contig_6716,bin_1
contig_6725,bin_1
contig_24628,bin_1
contig_6730,bin_1
contig_6726,bin_1
contig_7389,bin_1
contig_8157,bin_1
contig_23516,bin_1
contig_6733,bin_1
contig_24827,bin_1
contig_12825,bin_1
contig_12794,bin_1
contig_12824,bin_1
contig_1797,bin_1
contig_1799,bin_1
contig_10433,bin_1
contig_11882,bin_1
contig_23901,bin_1
contig_1796,bin_1
contig_9460,bin_1
contig_3854,bin_1
contig_23993,bin_1
contig_1816,bin_1
contig_230,bin_1
contig_3083,bin_1
contig_251,bin_1
contig_1847,bin_1
contig_24491,bin_1
contig_1571,bin_1
contig_1570,bin_1
contig_1560,bin_1
contig_23953,bin_1
contig_8894,bin_1
contig_10294,bin_1
contig_18335,bin_1
contig_20153,bin_1
contig_21824,bin_1
contig_24631,bin_1
contig_25406,bin_1
contig_6717,bin_1
contig_6719,bin_1
contig_7376,bin_1
contig_5388,bin_2
contig_16002,bin_2
contig_15256,bin_2
contig_22608,bin_2
contig_3627,bin_2
contig_3645,bin_2
contig_6729,bin_2
contig_24111,bin_2
contig_21199,bin_2
contig_14245,bin_2
contig_16734,bin_2
contig_24284,bin_2
contig_25806,bin_3
contig_17787,bin_3
contig_22971,bin_3
contig_25557,bin_3
contig_18301,bin_3
contig_22789,bin_3
contig_9413,bin_3
contig_17132,bin_3
contig_22753,bin_3
contig_11244,bin_3
contig_6935,bin_3
contig_24174,bin_3
contig_9323,bin_3
contig_16427,bin_3
contig_11202,bin_3
contig_20988,bin_3
contig_16189,bin_3
contig_25052,bin_3
contig_14200,bin_3
contig_25723,bin_3
contig_21940,bin_3
contig_11663,bin_3
contig_5601,bin_3
contig_18990,bin_3
contig_15296,bin_3
contig_15231,bin_3
contig_15230,bin_3
contig_6372,bin_3
contig_20020,bin_3
contig_9744,bin_3
contig_10475,bin_3
contig_10626,bin_3
contig_10695,bin_3
contig_10978,bin_3
contig_11018,bin_3
contig_11149,bin_3
contig_11352,bin_3
contig_11604,bin_3
contig_11637,bin_3
contig_11638,bin_3
contig_11669,bin_3
contig_11751,bin_3
contig_12009,bin_3
contig_12030,bin_3
contig_12048,bin_3
contig_12324,bin_3
contig_12828,bin_3
contig_12950,bin_3
contig_13209,bin_3
contig_13378,bin_3
contig_13805,bin_3
contig_13925,bin_3
contig_14017,bin_3
contig_14159,bin_3
contig_14173,bin_3
contig_14431,bin_3
contig_14432,bin_3
contig_14501,bin_3
contig_14694,bin_3
contig_14787,bin_3
contig_14973,bin_3
contig_14974,bin_3
contig_15130,bin_3
contig_15663,bin_3
contig_15703,bin_3
contig_16114,bin_3
contig_16116,bin_3
contig_16333,bin_3
contig_16349,bin_3
contig_16404,bin_3
contig_1641,bin_3
contig_16449,bin_3
contig_16476,bin_3
contig_16493,bin_3
