"","x"
"2636","contig_18351"
"2637","contig_18352"
"2638","contig_18361"
"2639","contig_18362"
"2640","contig_18366"
"2641","contig_18368"
"2642","contig_18371"
"2643","contig_18377"
"2644","contig_18381"
"2645","contig_18382"
"2646","contig_18383"
"2647","contig_18390"
"2648","contig_18396"
"2649","contig_18397"
"2650","contig_18398"
"2651","contig_18399"
"2652","contig_184"
"2653","contig_18402"
"2654","contig_18403"
"2655","contig_1841"
"2656","contig_18412"
"2657","contig_18417"
"2658","contig_18418"
"2659","contig_18423"
"2660","contig_18428"
"2661","contig_18431"
"2662","contig_18433"
"2663","contig_18438"
"2664","contig_18447"
"2665","contig_18451"
"2666","contig_18452"
"2667","contig_18454"
"2668","contig_18455"
"2669","contig_18457"
"2670","contig_18465"
"2671","contig_18468"
"2672","contig_18469"
"2673","contig_18471"
"2674","contig_18473"
"2675","contig_1848"
"2676","contig_18484"
"2677","contig_18489"
"2678","contig_18490"
"2679","contig_18492"
"2680","contig_18495"
"2681","contig_18496"
"2682","contig_18497"
"2683","contig_18506"
"2684","contig_18509"
"2685","contig_18517"
"2686","contig_18518"
"2687","contig_18521"
"2688","contig_18522"
"2689","contig_18530"
"2690","contig_18531"
"2691","contig_18534"
"2692","contig_18535"
"2693","contig_18536"
"2694","contig_18539"
"2695","contig_1854"
"2696","contig_18543"
"2697","contig_18544"
"2698","contig_18545"
"2699","contig_18548"
"2700","contig_18549"
"2701","contig_18555"
"2702","contig_18556"
"2703","contig_1856"
"2704","contig_18563"
"2705","contig_18568"
"2706","contig_18570"
"2707","contig_18571"
"2708","contig_18572"
"2709","contig_18575"
"2710","contig_1858"
"2711","contig_18580"
"2712","contig_18582"
"2713","contig_18588"
"2714","contig_18596"
"2715","contig_18597"
"2716","contig_18598"
"2717","contig_18599"
"2718","contig_1860"
"2719","contig_18602"
"2720","contig_18604"
"2721","contig_18606"
"2722","contig_18609"
"2723","contig_18612"
"2724","contig_1862"
"2725","contig_18628"
"2726","contig_1863"
"2727","contig_18631"
"2728","contig_18634"
"2729","contig_18638"
"2730","contig_18644"
"2731","contig_18645"
"2732","contig_18646"
"2733","contig_18649"
"2734","contig_18652"
"2735","contig_18656"
"2736","contig_18658"
"2737","contig_18660"
"2738","contig_18665"
"2739","contig_18668"
"2740","contig_18670"
"2741","contig_18673"
"2742","contig_18677"
"2743","contig_18681"
"2744","contig_18683"
"2745","contig_18686"
"2746","contig_18696"
"2747","contig_18698"
"2748","contig_18700"
"2749","contig_18702"
"2750","contig_18707"
"2751","contig_18711"
"2752","contig_18719"
"2753","contig_18720"
"2754","contig_18726"
"2755","contig_1873"
"2756","contig_18732"
"2757","contig_18733"
"2758","contig_18734"
"2759","contig_18735"
"2760","contig_18738"
"2761","contig_18747"
"2762","contig_18748"
"2763","contig_18751"
"2764","contig_18752"
"2765","contig_18759"
"2766","contig_18760"
"2767","contig_18762"
"2768","contig_18772"
"2769","contig_18776"
"2770","contig_18778"
"2771","contig_18780"
"2772","contig_18782"
"2773","contig_18785"
"2774","contig_18786"
"2775","contig_18792"
"2776","contig_18797"
"2777","contig_18798"
"2778","contig_18799"
"2779","contig_1880"
"2780","contig_18800"
"2781","contig_18806"
"2782","contig_18807"
"2783","contig_18810"
"2784","contig_18812"
"2785","contig_18818"
"2786","contig_18819"
"2787","contig_18821"
"2788","contig_18825"
"2789","contig_18828"
"2790","contig_18832"
"2791","contig_18839"
"2792","contig_18844"
"2793","contig_18848"
"2794","contig_18859"
"2795","contig_18860"
"2796","contig_18863"
"2797","contig_18866"
"2798","contig_18867"
"2799","contig_18870"
"2800","contig_18871"
"2801","contig_18872"
"2802","contig_18878"
"2803","contig_18879"
"2804","contig_18882"
"2805","contig_18883"
"2806","contig_18887"
"2807","contig_18889"
"2808","contig_18895"
"2809","contig_18905"
"2810","contig_18907"
"2811","contig_18910"
"2812","contig_18914"
"2813","contig_18924"
"2814","contig_18925"
"2815","contig_18927"
"2816","contig_18929"
"2817","contig_1893"
"2818","contig_18932"
"2819","contig_18938"
"2820","contig_18952"
"2821","contig_18958"
"2822","contig_18960"
"2823","contig_18963"
"2824","contig_18964"
"2825","contig_18971"
"2826","contig_18976"
"2827","contig_18977"
"2828","contig_18978"
"2829","contig_1898"
"2830","contig_18981"
"2831","contig_18985"
"2832","contig_18990"
"2833","contig_18991"
"2834","contig_18992"
"2835","contig_18995"
"2836","contig_19002"
"2837","contig_19005"
"2838","contig_19009"
"2839","contig_19010"
"2840","contig_19018"
"2841","contig_1902"
"2842","contig_19030"
"2843","contig_19034"
"2844","contig_19036"
"2845","contig_19037"
"2846","contig_19042"
"2847","contig_19045"
"2848","contig_19048"
"2849","contig_19049"
"2850","contig_19050"
"2851","contig_19053"
"2852","contig_19055"
"2853","contig_19057"
"2854","contig_19059"
"2855","contig_19060"
"2856","contig_19064"
"2857","contig_19065"
"2858","contig_19067"
"2859","contig_1907"
"2860","contig_19072"
"2861","contig_19074"
"2862","contig_19076"
"2863","contig_1908"
"2864","contig_19091"
"2865","contig_19093"
"2866","contig_19095"
"2867","contig_19096"
"2868","contig_19098"
"2869","contig_19101"
"2870","contig_19102"
"2871","contig_19104"
"2872","contig_19106"
"2873","contig_19107"
"2874","contig_19111"
"2875","contig_19112"
"2876","contig_19116"
"2877","contig_19119"
"2878","contig_1912"
"2879","contig_19123"
"2880","contig_19128"
"2881","contig_19129"
"2882","contig_19131"
"2883","contig_19132"
"2884","contig_19133"
"2885","contig_19134"
"2886","contig_19137"
"2887","contig_19142"
"2888","contig_19146"
"2889","contig_19147"
"2890","contig_19152"
"2891","contig_19160"
"2892","contig_19164"
"2893","contig_19165"
"2894","contig_19168"
"2895","contig_1917"
"2896","contig_19174"
"2897","contig_19177"
"2898","contig_19179"
"2899","contig_1918"
"2900","contig_19186"
"2901","contig_19187"
"2902","contig_1919"
"2903","contig_19192"
"2904","contig_19193"
"2905","contig_19194"
"2906","contig_19196"
"2907","contig_19197"
"2908","contig_19198"
"2909","contig_1920"
"2910","contig_19201"
"2911","contig_19203"
"2912","contig_19206"
"2913","contig_19209"
"2914","contig_19210"
"2915","contig_19211"
"2916","contig_19213"
"2917","contig_19214"
"2918","contig_19217"
"2919","contig_19219"
"2920","contig_1922"
"2921","contig_19223"
"2922","contig_19230"
"2923","contig_19232"
"2924","contig_19236"
"2925","contig_19248"
"2926","contig_19254"
"2927","contig_19256"
"2928","contig_19259"
"2929","contig_19260"
"2930","contig_19262"
"2931","contig_19266"
"2932","contig_1927"
"2933","contig_19270"
"2934","contig_19271"
"2935","contig_19274"
"2936","contig_19278"
"2937","contig_19279"
"2938","contig_19280"
"2939","contig_19281"
"2940","contig_19285"
"2941","contig_19295"
"2942","contig_19296"
"2943","contig_1930"
"2944","contig_19300"
"2945","contig_19302"
"2946","contig_19316"
"2947","contig_19317"
"2948","contig_19322"
"2949","contig_19328"
"2950","contig_19337"
"2951","contig_19340"
"2952","contig_19352"
"2953","contig_19357"
"2954","contig_19359"
"2955","contig_19361"
"2956","contig_19364"
"2957","contig_19368"
"2958","contig_19370"
"2959","contig_19372"
"2960","contig_19374"
"2961","contig_19375"
"2962","contig_19376"
"2963","contig_1938"
"2964","contig_19381"
"2965","contig_19386"
"2966","contig_19389"
"2967","contig_19391"
"2968","contig_19392"
"2969","contig_19397"
"2970","contig_19401"
"2971","contig_19405"
"2972","contig_19406"
"2973","contig_19409"
"2974","contig_19412"
"2975","contig_19414"
"2976","contig_19415"
"2977","contig_19420"
"2978","contig_19424"
"2979","contig_19426"
"2980","contig_19428"
"2981","contig_19430"
"2982","contig_19433"
"2983","contig_19437"
"2984","contig_19444"
"2985","contig_19452"
"2986","contig_19454"
"2987","contig_19455"
"2988","contig_19462"
"2989","contig_19465"
"2990","contig_19466"
"2991","contig_19469"
"2992","contig_19471"
"2993","contig_19472"
"2994","contig_19473"
"2995","contig_19478"
"2996","contig_1948"
"2997","contig_19485"
"2998","contig_19489"
"2999","contig_19490"
"3000","contig_19495"
"3001","contig_1950"
"3002","contig_19500"
"3003","contig_19505"
"3004","contig_19508"
"3005","contig_19509"
"3006","contig_19514"
"3007","contig_19515"
"3008","contig_19518"
"3009","contig_1952"
"3010","contig_19526"
"3011","contig_19527"
"3012","contig_19532"
"3013","contig_19533"
"3014","contig_19538"
"3015","contig_19544"
"3016","contig_19547"
"3017","contig_19549"
"3018","contig_19555"
"3019","contig_19557"
"3020","contig_19564"
"3021","contig_19566"
"3022","contig_19569"
"3023","contig_19570"
"3024","contig_19572"
"3025","contig_19578"
"3026","contig_19589"
"3027","contig_19591"
"3028","contig_1960"
"3029","contig_19601"
"3030","contig_19611"
"3031","contig_19613"
"3032","contig_19615"
"3033","contig_19618"
"3034","contig_19619"
"3035","contig_19621"
"3036","contig_19624"
"3037","contig_19627"
"3038","contig_19628"
"3039","contig_19629"
"3040","contig_19630"
"3041","contig_19632"
"3042","contig_19634"
"3043","contig_19637"
"3044","contig_19639"
"3045","contig_1964"
"3046","contig_19641"
"3047","contig_19644"
"3048","contig_19649"
"3049","contig_19651"
"3050","contig_19653"
"3051","contig_19657"
"3052","contig_1966"
"3053","contig_19661"
"3054","contig_19667"
"3055","contig_19668"
"3056","contig_19669"
"3057","contig_1967"
"3058","contig_19672"
"3059","contig_19677"
"3060","contig_19678"
"3061","contig_19679"
"3062","contig_19680"
"3063","contig_19681"
"3064","contig_19682"
"3065","contig_19684"
"3066","contig_19686"
"3067","contig_19699"
"3068","contig_19706"
"3069","contig_1971"
"3070","contig_19710"
"3071","contig_19713"
"3072","contig_19715"
"3073","contig_19717"
"3074","contig_19727"
"3075","contig_19734"
"3076","contig_19737"
"3077","contig_19741"
"3078","contig_19743"
"3079","contig_19746"
"3080","contig_19750"
"3081","contig_19751"
"3082","contig_19752"
"3083","contig_19760"
"3084","contig_19761"
"3085","contig_19767"
"3086","contig_19768"
"3087","contig_19769"
"3088","contig_1977"
"3089","contig_19772"
"3090","contig_19773"
"3091","contig_19774"
"3092","contig_19776"
"3093","contig_19777"
"3094","contig_19778"
"3095","contig_19779"
"3096","contig_1978"
"3097","contig_19787"
"3098","contig_19790"
"3099","contig_19791"
"3100","contig_19794"
"3101","contig_19797"
"3102","contig_19798"
"3103","contig_1980"
"3104","contig_19805"
"3105","contig_19811"
"3106","contig_19816"
"3107","contig_1982"
"3108","contig_19820"
"3109","contig_19821"
"3110","contig_19823"
"3111","contig_19825"
"3112","contig_19832"
"3113","contig_19838"
"3114","contig_19842"
"3115","contig_19855"
"3116","contig_19857"
"3117","contig_19858"
"3118","contig_19859"
"3119","contig_19861"
"3120","contig_19866"
"3121","contig_19870"
"3122","contig_19876"
"3123","contig_19877"
"3124","contig_19882"
"3125","contig_19889"
"3126","contig_19892"
"3127","contig_19893"
"3128","contig_19898"
"3129","contig_19900"
"3130","contig_19908"
"3131","contig_19911"
"3132","contig_19912"
"3133","contig_19916"
"3134","contig_19924"
"3135","contig_19927"
"3136","contig_19929"
"3137","contig_19930"
"3138","contig_19936"
"3139","contig_19939"
"3140","contig_19941"
"3141","contig_19942"
"3142","contig_19944"
"3143","contig_19945"
"3144","contig_19947"
"3145","contig_19952"
"3146","contig_19958"
"3147","contig_19960"
"3148","contig_19961"
"3149","contig_19962"
"3150","contig_19963"
"3151","contig_19965"
"3152","contig_19966"
"3153","contig_19975"
"3154","contig_19976"
"3155","contig_19978"
"3156","contig_19982"
"3157","contig_19984"
"3158","contig_19991"
"3159","contig_19992"
"3160","contig_19995"
"3161","contig_19996"
"3162","contig_19997"
"3163","contig_19999"
"3164","contig_20001"
"3165","contig_20002"
"3166","contig_20007"
"3167","contig_20009"
"3168","contig_20010"
"3169","contig_20011"
"3170","contig_20015"
"3171","contig_20016"
"3172","contig_20017"
"3173","contig_20022"
"3174","contig_20024"
"3175","contig_20025"
"3176","contig_2003"
"3177","contig_20036"
"3178","contig_20038"
"3179","contig_20042"
"3180","contig_20043"
"3181","contig_20048"
"3182","contig_20049"
"3183","contig_20050"
"3184","contig_20051"
"3185","contig_20052"
"3186","contig_20053"
"3187","contig_20059"
"3188","contig_20066"
"3189","contig_20067"
"3190","contig_20071"
"3191","contig_20073"
"3192","contig_20077"
"3193","contig_20085"
"3194","contig_20087"
"3195","contig_20088"
"3196","contig_20089"
"3197","contig_20090"
"3198","contig_20091"
"3199","contig_20096"
"3200","contig_20097"
"3201","contig_20098"
"3202","contig_20103"
"3203","contig_20104"
"3204","contig_20105"
"3205","contig_2011"
"3206","contig_20110"
"3207","contig_20111"
"3208","contig_20113"
"3209","contig_20115"
"3210","contig_20117"
"3211","contig_2012"
"3212","contig_20125"
"3213","contig_2013"
"3214","contig_20134"
"3215","contig_20139"
"3216","contig_2014"
"3217","contig_20141"
"3218","contig_20142"
"3219","contig_20145"
"3220","contig_20146"
"3221","contig_20147"
"3222","contig_20149"
"3223","contig_2015"
"3224","contig_20150"
"3225","contig_20156"
"3226","contig_20160"
"3227","contig_20161"
"3228","contig_20162"
"3229","contig_20163"
"3230","contig_20175"
"3231","contig_20176"
"3232","contig_20178"
"3233","contig_20179"
"3234","contig_2018"
"3235","contig_20183"
"3236","contig_20185"
"3237","contig_20189"
"3238","contig_20196"
"3239","contig_20198"
"3240","contig_20199"
"3241","contig_20201"
"3242","contig_20202"
"3243","contig_20203"
"3244","contig_2021"
"3245","contig_20216"
"3246","contig_20219"
"3247","contig_20222"
"3248","contig_20224"
"3249","contig_20225"
"3250","contig_20233"
"3251","contig_20236"
"3252","contig_20242"
"3253","contig_20245"
"3254","contig_20248"
"3255","contig_2026"
"3256","contig_20263"
"3257","contig_20264"
"3258","contig_20265"
"3259","contig_20270"
"3260","contig_20272"
"3261","contig_20274"
"3262","contig_20287"
"3263","contig_20288"
"3264","contig_20289"
"3265","contig_20290"
"3266","contig_20296"
"3267","contig_20298"
"3268","contig_20299"
"3269","contig_20300"
"3270","contig_20319"
"3271","contig_20325"
"3272","contig_20334"
"3273","contig_20335"
"3274","contig_20339"
"3275","contig_20342"
"3276","contig_20350"
"3277","contig_20351"
"3278","contig_20369"
"3279","contig_20378"
"3280","contig_20381"
"3281","contig_20391"
"3282","contig_20395"
"3283","contig_20399"
"3284","contig_20400"
"3285","contig_20402"
"3286","contig_20404"
"3287","contig_20407"
"3288","contig_20411"
"3289","contig_20413"
"3290","contig_20415"
"3291","contig_20416"
"3292","contig_20417"
"3293","contig_2042"
"3294","contig_20421"
"3295","contig_20422"
"3296","contig_20424"
"3297","contig_20425"
"3298","contig_20429"
"3299","contig_20432"
"3300","contig_20435"
"3301","contig_20438"
"3302","contig_20440"
"3303","contig_20448"
"3304","contig_20451"
"3305","contig_20454"
"3306","contig_20455"
"3307","contig_20459"
"3308","contig_20466"
"3309","contig_20468"
"3310","contig_20470"
"3311","contig_20478"
"3312","contig_20480"
"3313","contig_20482"
"3314","contig_20485"
"3315","contig_20489"
"3316","contig_20492"
"3317","contig_20493"
"3318","contig_20496"
"3319","contig_20498"
"3320","contig_20499"
"3321","contig_205"
"3322","contig_20503"
"3323","contig_20505"
"3324","contig_20507"
"3325","contig_20509"
"3326","contig_20512"
"3327","contig_20513"
"3328","contig_20516"
"3329","contig_20521"
"3330","contig_20522"
"3331","contig_20528"
"3332","contig_20535"
"3333","contig_20538"
"3334","contig_20544"
"3335","contig_20549"
"3336","contig_20551"
"3337","contig_20554"
"3338","contig_20558"
"3339","contig_20569"
"3340","contig_20570"
"3341","contig_20574"
"3342","contig_20583"
"3343","contig_20588"
"3344","contig_20590"
"3345","contig_20593"
"3346","contig_20599"
"3347","contig_206"
"3348","contig_2060"
"3349","contig_20602"
"3350","contig_20605"
"3351","contig_20606"
"3352","contig_20607"
"3353","contig_20610"
"3354","contig_20611"
"3355","contig_20615"
"3356","contig_20618"
"3357","contig_20620"
"3358","contig_20621"
"3359","contig_20624"
"3360","contig_20632"
"3361","contig_20635"
"3362","contig_20636"
"3363","contig_20640"
"3364","contig_20641"
"3365","contig_20642"
"3366","contig_20643"
"3367","contig_20649"
"3368","contig_20651"
"3369","contig_20655"
"3370","contig_20658"
"3371","contig_20660"
"3372","contig_20662"
"3373","contig_20663"
"3374","contig_20665"
"3375","contig_20666"
"3376","contig_20667"
"3377","contig_20670"
"3378","contig_20671"
"3379","contig_20673"
"3380","contig_20675"
"3381","contig_20676"
"3382","contig_20679"
"3383","contig_20680"
"3384","contig_20682"
"3385","contig_20684"
"3386","contig_20687"
"3387","contig_20688"
"3388","contig_20689"
"3389","contig_20692"
"3390","contig_20693"
"3391","contig_20694"
"3392","contig_20695"
"3393","contig_20696"
"3394","contig_20698"
"3395","contig_20699"
"3396","contig_207"
"3397","contig_20702"
"3398","contig_20707"
"3399","contig_20710"
"3400","contig_20720"
"3401","contig_20722"
"3402","contig_20724"
"3403","contig_20725"
"3404","contig_20726"
"3405","contig_20732"
"3406","contig_20733"
"3407","contig_20739"
"3408","contig_20741"
"3409","contig_20745"
"3410","contig_20752"
"3411","contig_20759"
"3412","contig_20760"
"3413","contig_20764"
"3414","contig_20771"
"3415","contig_20772"
"3416","contig_20774"
"3417","contig_20777"
"3418","contig_20784"
"3419","contig_2079"
"3420","contig_20799"
"3421","contig_20803"
"3422","contig_20804"
"3423","contig_20809"
"3424","contig_20815"
"3425","contig_20816"
"3426","contig_20824"
"3427","contig_20835"
"3428","contig_20839"
"3429","contig_20846"
"3430","contig_20848"
"3431","contig_2085"
"3432","contig_20851"
"3433","contig_20854"
"3434","contig_20855"
"3435","contig_20856"
"3436","contig_20859"
"3437","contig_20863"
"3438","contig_20865"
"3439","contig_20875"
"3440","contig_20876"
"3441","contig_20878"
"3442","contig_20879"
"3443","contig_20882"
"3444","contig_20885"
"3445","contig_20888"
"3446","contig_20895"
"3447","contig_20896"
"3448","contig_20898"
"3449","contig_20904"
"3450","contig_20912"
"3451","contig_20914"
"3452","contig_20916"
"3453","contig_20919"
"3454","contig_20920"
"3455","contig_2093"
"3456","contig_20931"
"3457","contig_20932"
"3458","contig_20935"
"3459","contig_20939"
"3460","contig_2094"
"3461","contig_20940"
"3462","contig_20948"
"3463","contig_2095"
"3464","contig_20950"
"3465","contig_20954"
"3466","contig_20957"
"3467","contig_20958"
"3468","contig_20959"
"3469","contig_20964"
"3470","contig_20965"
"3471","contig_20967"
"3472","contig_20971"
"3473","contig_20976"
"3474","contig_20977"
"3475","contig_20981"
"3476","contig_20985"
"3477","contig_20989"
"3478","contig_20994"
"3479","contig_20996"
"3480","contig_20997"
"3481","contig_210"
"3482","contig_21001"
"3483","contig_21004"
"3484","contig_21005"
"3485","contig_2101"
"3486","contig_21011"
"3487","contig_21014"
"3488","contig_21017"
"3489","contig_21019"
"3490","contig_21022"
"3491","contig_21025"
"3492","contig_21027"
"3493","contig_21028"
"3494","contig_21029"
"3495","contig_2103"
"3496","contig_21031"
"3497","contig_21038"
"3498","contig_21040"
"3499","contig_21042"
"3500","contig_21046"
"3501","contig_21048"
"3502","contig_21049"
"3503","contig_21054"
"3504","contig_21058"
"3505","contig_21061"
"3506","contig_21062"
"3507","contig_21065"
"3508","contig_21066"
"3509","contig_21076"
"3510","contig_21079"
"3511","contig_21089"
"3512","contig_21094"
"3513","contig_21096"
"3514","contig_21097"
"3515","contig_21098"
"3516","contig_21105"
"3517","contig_21106"
"3518","contig_21107"
"3519","contig_21110"
"3520","contig_21115"
"3521","contig_21116"
"3522","contig_21118"
"3523","contig_21119"
"3524","contig_21120"
"3525","contig_21136"
"3526","contig_21137"
"3527","contig_21138"
"3528","contig_21141"
"3529","contig_21146"
"3530","contig_21152"
"3531","contig_21161"
"3532","contig_21162"
"3533","contig_21167"
"3534","contig_21169"
"3535","contig_21175"
"3536","contig_2118"
"3537","contig_21181"
"3538","contig_21183"
"3539","contig_21185"
"3540","contig_21191"
"3541","contig_2120"
"3542","contig_21206"
"3543","contig_21207"
"3544","contig_21209"
"3545","contig_21218"
"3546","contig_21221"
"3547","contig_21224"
"3548","contig_21225"
"3549","contig_21227"
"3550","contig_2123"
"3551","contig_21230"
"3552","contig_21232"
"3553","contig_21233"
"3554","contig_21234"
"3555","contig_21235"
"3556","contig_21239"
"3557","contig_2124"
"3558","contig_21241"
"3559","contig_21242"
"3560","contig_21243"
"3561","contig_21251"
"3562","contig_21252"
"3563","contig_21256"
"3564","contig_21258"
"3565","contig_21260"
"3566","contig_21263"
"3567","contig_21264"
"3568","contig_21274"
"3569","contig_21276"
"3570","contig_21278"
"3571","contig_21283"
"3572","contig_21285"
"3573","contig_21288"
"3574","contig_21289"
"3575","contig_21292"
"3576","contig_21293"
"3577","contig_21294"
"3578","contig_21298"
"3579","contig_21301"
"3580","contig_21303"
"3581","contig_21306"
"3582","contig_21308"
"3583","contig_21309"
"3584","contig_21311"
"3585","contig_21312"
"3586","contig_21317"
"3587","contig_21318"
"3588","contig_21322"
"3589","contig_21329"
"3590","contig_21330"
"3591","contig_21331"
"3592","contig_21335"
"3593","contig_21336"
"3594","contig_21337"
"3595","contig_21345"
"3596","contig_21350"
"3597","contig_21353"
"3598","contig_21360"
"3599","contig_21362"
"3600","contig_21363"
"3601","contig_21364"
"3602","contig_21365"
"3603","contig_21370"
"3604","contig_21371"
"3605","contig_21373"
"3606","contig_21375"
"3607","contig_21377"
"3608","contig_21380"
"3609","contig_21383"
"3610","contig_21384"
"3611","contig_21385"
"3612","contig_21389"
"3613","contig_21392"
"3614","contig_21393"
"3615","contig_21395"
"3616","contig_21397"
"3617","contig_21399"
"3618","contig_2140"
"3619","contig_21400"
"3620","contig_21401"
"3621","contig_21407"
"3622","contig_21415"
"3623","contig_21417"
"3624","contig_21418"
"3625","contig_21420"
"3626","contig_21422"
"3627","contig_21425"
"3628","contig_21431"
"3629","contig_21437"
"3630","contig_2144"
"3631","contig_21442"
"3632","contig_21446"
"3633","contig_21447"
"3634","contig_21450"
"3635","contig_21452"
"3636","contig_21453"
"3637","contig_21457"
"3638","contig_21458"
"3639","contig_2146"
"3640","contig_21471"
"3641","contig_21472"
"3642","contig_21475"
"3643","contig_21487"
"3644","contig_21492"
"3645","contig_21494"
"3646","contig_21495"
"3647","contig_21496"
"3648","contig_21508"
"3649","contig_21509"
"3650","contig_21510"
"3651","contig_21511"
"3652","contig_21513"
"3653","contig_21515"
"3654","contig_21516"
"3655","contig_21521"
"3656","contig_21526"
"3657","contig_21531"
"3658","contig_21542"
"3659","contig_21553"
"3660","contig_21555"
"3661","contig_21558"
"3662","contig_21560"
"3663","contig_21561"
"3664","contig_21562"
"3665","contig_21569"
"3666","contig_21573"
"3667","contig_21574"
"3668","contig_21575"
"3669","contig_21579"
"3670","contig_21582"
"3671","contig_21585"
"3672","contig_21588"
"3673","contig_21593"
"3674","contig_21601"
"3675","contig_21606"
"3676","contig_21607"
"3677","contig_21610"
"3678","contig_21612"
"3679","contig_21614"
"3680","contig_21616"
"3681","contig_21621"
"3682","contig_21624"
"3683","contig_21625"
"3684","contig_21626"
"3685","contig_21629"
"3686","contig_2163"
"3687","contig_21631"
"3688","contig_21634"
"3689","contig_21637"
"3690","contig_21638"
"3691","contig_2164"
"3692","contig_21640"
"3693","contig_21643"
"3694","contig_21653"
"3695","contig_21654"
"3696","contig_21655"
"3697","contig_21658"
"3698","contig_21659"
"3699","contig_21663"
"3700","contig_21665"
"3701","contig_21668"
"3702","contig_21670"
"3703","contig_21678"
"3704","contig_21680"
"3705","contig_21681"
"3706","contig_21688"
"3707","contig_2169"
"3708","contig_21690"
"3709","contig_21692"
"3710","contig_21694"
"3711","contig_21695"
"3712","contig_21696"
"3713","contig_21697"
"3714","contig_21698"
"3715","contig_217"
"3716","contig_21703"
"3717","contig_21706"
"3718","contig_21707"
"3719","contig_21711"
"3720","contig_21712"
"3721","contig_2172"
"3722","contig_21720"
"3723","contig_21721"
"3724","contig_21722"
"3725","contig_21733"
"3726","contig_21734"
"3727","contig_21736"
"3728","contig_21747"
"3729","contig_21752"
"3730","contig_21755"
"3731","contig_21757"
"3732","contig_21759"
"3733","contig_2176"
"3734","contig_21761"
"3735","contig_21768"
"3736","contig_21771"
"3737","contig_21772"
"3738","contig_21773"
"3739","contig_21778"
"3740","contig_2178"
"3741","contig_21784"
"3742","contig_21785"
"3743","contig_21787"
"3744","contig_21792"
"3745","contig_21793"
"3746","contig_21795"
"3747","contig_21797"
"3748","contig_21802"
"3749","contig_21803"
"3750","contig_21805"
"3751","contig_21806"
"3752","contig_21813"
"3753","contig_21815"
"3754","contig_21819"
"3755","contig_21820"
"3756","contig_21822"
"3757","contig_21823"
"3758","contig_21824"
"3759","contig_21825"
"3760","contig_21827"
"3761","contig_21831"
"3762","contig_21832"
"3763","contig_21837"
"3764","contig_21845"
"3765","contig_21848"
"3766","contig_2185"
"3767","contig_21854"
"3768","contig_21857"
"3769","contig_21862"
"3770","contig_21870"
"3771","contig_21872"
"3772","contig_21873"
"3773","contig_21875"
"3774","contig_21876"
"3775","contig_21883"
"3776","contig_21884"
"3777","contig_21885"
"3778","contig_21886"
"3779","contig_21888"
"3780","contig_21895"
"3781","contig_21896"
"3782","contig_21898"
"3783","contig_21899"
"3784","contig_2190"
"3785","contig_21902"
"3786","contig_21910"
"3787","contig_21912"
"3788","contig_21916"
"3789","contig_21917"
"3790","contig_21920"
"3791","contig_21925"
"3792","contig_21929"
"3793","contig_21932"
"3794","contig_21940"
"3795","contig_21954"
"3796","contig_21956"
"3797","contig_21959"
"3798","contig_21962"
"3799","contig_21963"
"3800","contig_21964"
"3801","contig_21967"
"3802","contig_21976"
"3803","contig_21978"
"3804","contig_21980"
"3805","contig_21981"
"3806","contig_21982"
"3807","contig_21984"
"3808","contig_21986"
"3809","contig_21992"
"3810","contig_21996"
"3811","contig_21997"
"3812","contig_21999"
"3813","contig_22"
"3814","contig_22000"
"3815","contig_22002"
"3816","contig_22003"
"3817","contig_22006"
"3818","contig_22007"
"3819","contig_2201"
"3820","contig_22011"
"3821","contig_22015"
"3822","contig_22024"
"3823","contig_22027"
"3824","contig_22029"
"3825","contig_22031"
"3826","contig_22034"
"3827","contig_22040"
"3828","contig_22042"
"3829","contig_22044"
"3830","contig_22048"
"3831","contig_22049"
"3832","contig_2205"
"3833","contig_22054"
"3834","contig_22055"
"3835","contig_22063"
"3836","contig_22066"
"3837","contig_22072"
"3838","contig_22074"
"3839","contig_22077"
"3840","contig_22078"
"3841","contig_22080"
"3842","contig_22083"
"3843","contig_22087"
"3844","contig_22091"
"3845","contig_22094"
"3846","contig_22097"
"3847","contig_22102"
"3848","contig_22108"
"3849","contig_22110"
"3850","contig_22114"
"3851","contig_22116"
"3852","contig_22117"
"3853","contig_22119"
"3854","contig_2212"
"3855","contig_22125"
"3856","contig_22130"
"3857","contig_22133"
"3858","contig_22140"
"3859","contig_22142"
"3860","contig_22150"
"3861","contig_22159"
"3862","contig_22166"
"3863","contig_22167"
"3864","contig_22168"
"3865","contig_22172"
"3866","contig_22179"
"3867","contig_22181"
"3868","contig_22183"
"3869","contig_2219"
"3870","contig_22190"
"3871","contig_22197"
"3872","contig_222"
"3873","contig_2220"
"3874","contig_22201"
"3875","contig_22203"
"3876","contig_22204"
"3877","contig_2221"
"3878","contig_22211"
"3879","contig_22212"
"3880","contig_22214"
"3881","contig_22215"
"3882","contig_22216"
"3883","contig_22217"
"3884","contig_22219"
"3885","contig_22222"
"3886","contig_22227"
"3887","contig_22228"
"3888","contig_2223"
"3889","contig_22237"
"3890","contig_22238"
"3891","contig_22239"
"3892","contig_2224"
"3893","contig_22240"
"3894","contig_22244"
"3895","contig_22253"
"3896","contig_22255"
"3897","contig_22258"
"3898","contig_22259"
"3899","contig_22270"
"3900","contig_22272"
"3901","contig_22273"
"3902","contig_22274"
"3903","contig_22277"
"3904","contig_22291"
"3905","contig_22292"
"3906","contig_22296"
"3907","contig_22297"
"3908","contig_22298"
