"","x"
"1363","contig_14285"
"1364","contig_14286"
"1365","contig_14290"
"1366","contig_14292"
"1367","contig_14293"
"1368","contig_14295"
"1369","contig_14299"
"1370","contig_1430"
"1371","contig_14300"
"1372","contig_14315"
"1373","contig_14316"
"1374","contig_14317"
"1375","contig_14321"
"1376","contig_1433"
"1377","contig_14332"
"1378","contig_14341"
"1379","contig_14342"
"1380","contig_14345"
"1381","contig_14347"
"1382","contig_14358"
"1383","contig_14363"
"1384","contig_14365"
"1385","contig_14375"
"1386","contig_14378"
"1387","contig_14380"
"1388","contig_14388"
"1389","contig_14389"
"1390","contig_1439"
"1391","contig_14390"
"1392","contig_14396"
"1393","contig_14398"
"1394","contig_14404"
"1395","contig_14414"
"1396","contig_14415"
"1397","contig_14416"
"1398","contig_1442"
"1399","contig_14429"
"1400","contig_1443"
"1401","contig_14434"
"1402","contig_14440"
"1403","contig_14445"
"1404","contig_1445"
"1405","contig_14461"
"1406","contig_14462"
"1407","contig_14469"
"1408","contig_14471"
"1409","contig_14475"
"1410","contig_14476"
"1411","contig_14481"
"1412","contig_14484"
"1413","contig_14486"
"1414","contig_14493"
"1415","contig_14496"
"1416","contig_14500"
"1417","contig_14502"
"1418","contig_14505"
"1419","contig_14509"
"1420","contig_14515"
"1421","contig_14516"
"1422","contig_14519"
"1423","contig_14524"
"1424","contig_14528"
"1425","contig_14539"
"1426","contig_14543"
"1427","contig_14547"
"1428","contig_14548"
"1429","contig_14549"
"1430","contig_1455"
"1431","contig_14553"
"1432","contig_1456"
"1433","contig_14561"
"1434","contig_14562"
"1435","contig_14564"
"1436","contig_14568"
"1437","contig_14572"
"1438","contig_14575"
"1439","contig_14576"
"1440","contig_14579"
"1441","contig_14582"
"1442","contig_14584"
"1443","contig_14586"
"1444","contig_14591"
"1445","contig_14597"
"1446","contig_14600"
"1447","contig_14601"
"1448","contig_14603"
"1449","contig_14606"
"1450","contig_14607"
"1451","contig_14610"
"1452","contig_14611"
"1453","contig_14614"
"1454","contig_1462"
"1455","contig_14620"
"1456","contig_14622"
"1457","contig_14623"
"1458","contig_1463"
"1459","contig_14630"
"1460","contig_14631"
"1461","contig_14633"
"1462","contig_14634"
"1463","contig_14637"
"1464","contig_14639"
"1465","contig_14642"
"1466","contig_14643"
"1467","contig_14644"
"1468","contig_14647"
"1469","contig_14648"
"1470","contig_14649"
"1471","contig_14650"
"1472","contig_14651"
"1473","contig_14655"
"1474","contig_14656"
"1475","contig_1466"
"1476","contig_1467"
"1477","contig_14675"
"1478","contig_14680"
"1479","contig_14683"
"1480","contig_14687"
"1481","contig_14690"
"1482","contig_14692"
"1483","contig_14697"
"1484","contig_14698"
"1485","contig_1470"
"1486","contig_14704"
"1487","contig_14710"
"1488","contig_14715"
"1489","contig_14717"
"1490","contig_14718"
"1491","contig_1473"
"1492","contig_14734"
"1493","contig_14738"
"1494","contig_14756"
"1495","contig_14757"
"1496","contig_14758"
"1497","contig_14760"
"1498","contig_14761"
"1499","contig_14764"
"1500","contig_14779"
"1501","contig_14791"
"1502","contig_14799"
"1503","contig_14802"
"1504","contig_14803"
"1505","contig_14811"
"1506","contig_14816"
"1507","contig_14820"
"1508","contig_14822"
"1509","contig_14826"
"1510","contig_14827"
"1511","contig_1483"
"1512","contig_14830"
"1513","contig_14833"
"1514","contig_14835"
"1515","contig_14837"
"1516","contig_14841"
"1517","contig_14844"
"1518","contig_14845"
"1519","contig_14846"
"1520","contig_14850"
"1521","contig_14853"
"1522","contig_14857"
"1523","contig_14858"
"1524","contig_14859"
"1525","contig_14861"
"1526","contig_14863"
"1527","contig_14868"
"1528","contig_14883"
"1529","contig_14884"
"1530","contig_14885"
"1531","contig_14889"
"1532","contig_14900"
"1533","contig_14906"
"1534","contig_14908"
"1535","contig_14910"
"1536","contig_14911"
"1537","contig_14913"
"1538","contig_14918"
"1539","contig_14921"
"1540","contig_14922"
"1541","contig_14923"
"1542","contig_14924"
"1543","contig_14926"
"1544","contig_14928"
"1545","contig_14931"
"1546","contig_14939"
"1547","contig_1494"
"1548","contig_14941"
"1549","contig_14944"
"1550","contig_14945"
"1551","contig_14947"
"1552","contig_14950"
"1553","contig_14952"
"1554","contig_14957"
"1555","contig_1496"
"1556","contig_14960"
"1557","contig_14961"
"1558","contig_14962"
"1559","contig_14965"
"1560","contig_14968"
"1561","contig_14969"
"1562","contig_14971"
"1563","contig_1498"
"1564","contig_14981"
"1565","contig_14989"
"1566","contig_14992"
"1567","contig_14993"
"1568","contig_14998"
"1569","contig_15001"
"1570","contig_15006"
"1571","contig_15008"
"1572","contig_15015"
"1573","contig_15021"
"1574","contig_15022"
"1575","contig_1503"
"1576","contig_15032"
"1577","contig_15038"
"1578","contig_15043"
"1579","contig_15044"
"1580","contig_15045"
"1581","contig_15049"
"1582","contig_15051"
"1583","contig_15053"
"1584","contig_15055"
"1585","contig_15056"
"1586","contig_15070"
"1587","contig_15073"
"1588","contig_15075"
"1589","contig_15078"
"1590","contig_1508"
"1591","contig_15081"
"1592","contig_15082"
"1593","contig_15084"
"1594","contig_15086"
"1595","contig_15092"
"1596","contig_15094"
"1597","contig_15095"
"1598","contig_15099"
"1599","contig_15103"
"1600","contig_15105"
"1601","contig_15107"
"1602","contig_15108"
"1603","contig_15118"
"1604","contig_15125"
"1605","contig_15130"
"1606","contig_15132"
"1607","contig_15134"
"1608","contig_15135"
"1609","contig_15139"
"1610","contig_15140"
"1611","contig_15141"
"1612","contig_15146"
"1613","contig_15147"
"1614","contig_15149"
"1615","contig_15162"
"1616","contig_15164"
"1617","contig_15166"
"1618","contig_15167"
"1619","contig_15168"
"1620","contig_1517"
"1621","contig_15170"
"1622","contig_15174"
"1623","contig_15176"
"1624","contig_15182"
"1625","contig_15188"
"1626","contig_15191"
"1627","contig_15192"
"1628","contig_15197"
"1629","contig_15198"
"1630","contig_1520"
"1631","contig_15202"
"1632","contig_15206"
"1633","contig_15211"
"1634","contig_15215"
"1635","contig_15219"
"1636","contig_15221"
"1637","contig_15222"
"1638","contig_15224"
"1639","contig_1523"
"1640","contig_15230"
"1641","contig_15231"
"1642","contig_15234"
"1643","contig_15235"
"1644","contig_15242"
"1645","contig_15243"
"1646","contig_15244"
"1647","contig_15254"
"1648","contig_15257"
"1649","contig_15258"
"1650","contig_15265"
"1651","contig_15277"
"1652","contig_15282"
"1653","contig_15283"
"1654","contig_15285"
"1655","contig_15296"
"1656","contig_15304"
"1657","contig_15310"
"1658","contig_15314"
"1659","contig_15321"
"1660","contig_15322"
"1661","contig_15325"
"1662","contig_15333"
"1663","contig_15338"
"1664","contig_15343"
"1665","contig_15352"
"1666","contig_15353"
"1667","contig_15354"
"1668","contig_15373"
"1669","contig_15375"
"1670","contig_1538"
"1671","contig_15389"
"1672","contig_15392"
"1673","contig_15393"
"1674","contig_154"
"1675","contig_15404"
"1676","contig_15405"
"1677","contig_15406"
"1678","contig_15407"
"1679","contig_15408"
"1680","contig_15409"
"1681","contig_1541"
"1682","contig_15411"
"1683","contig_15416"
"1684","contig_15417"
"1685","contig_15420"
"1686","contig_15424"
"1687","contig_15428"
"1688","contig_15429"
"1689","contig_1543"
"1690","contig_15436"
"1691","contig_15437"
"1692","contig_1544"
"1693","contig_15440"
"1694","contig_15445"
"1695","contig_15448"
"1696","contig_15450"
"1697","contig_15452"
"1698","contig_15454"
"1699","contig_15457"
"1700","contig_15459"
"1701","contig_15460"
"1702","contig_15461"
"1703","contig_15462"
"1704","contig_15464"
"1705","contig_15465"
"1706","contig_15468"
"1707","contig_15469"
"1708","contig_15470"
"1709","contig_15472"
"1710","contig_15473"
"1711","contig_15474"
"1712","contig_15476"
"1713","contig_15479"
"1714","contig_15480"
"1715","contig_15482"
"1716","contig_15483"
"1717","contig_15484"
"1718","contig_1549"
"1719","contig_15494"
"1720","contig_15498"
"1721","contig_15499"
"1722","contig_15500"
"1723","contig_15502"
"1724","contig_15503"
"1725","contig_15506"
"1726","contig_15507"
"1727","contig_15516"
"1728","contig_15517"
"1729","contig_15520"
"1730","contig_15527"
"1731","contig_15528"
"1732","contig_15534"
"1733","contig_15539"
"1734","contig_15544"
"1735","contig_15546"
"1736","contig_15550"
"1737","contig_15553"
"1738","contig_15554"
"1739","contig_15556"
"1740","contig_15563"
"1741","contig_15565"
"1742","contig_15570"
"1743","contig_15573"
"1744","contig_15577"
"1745","contig_15591"
"1746","contig_15594"
"1747","contig_15595"
"1748","contig_15596"
"1749","contig_15601"
"1750","contig_15602"
"1751","contig_15607"
"1752","contig_15609"
"1753","contig_15616"
"1754","contig_15624"
"1755","contig_15626"
"1756","contig_15628"
"1757","contig_1563"
"1758","contig_15635"
"1759","contig_1564"
"1760","contig_15646"
"1761","contig_15649"
"1762","contig_15651"
"1763","contig_15652"
"1764","contig_15655"
"1765","contig_15656"
"1766","contig_15658"
"1767","contig_15659"
"1768","contig_15661"
"1769","contig_15662"
"1770","contig_15663"
"1771","contig_15669"
"1772","contig_15681"
"1773","contig_15682"
"1774","contig_15683"
"1775","contig_15693"
"1776","contig_15697"
"1777","contig_15701"
"1778","contig_15709"
"1779","contig_15713"
"1780","contig_15718"
"1781","contig_15719"
"1782","contig_15723"
"1783","contig_15724"
"1784","contig_15727"
"1785","contig_15731"
"1786","contig_15733"
"1787","contig_15734"
"1788","contig_15736"
"1789","contig_15737"
"1790","contig_15740"
"1791","contig_15741"
"1792","contig_15758"
"1793","contig_1576"
"1794","contig_15785"
"1795","contig_15788"
"1796","contig_15789"
"1797","contig_15804"
"1798","contig_15814"
"1799","contig_15815"
"1800","contig_15817"
"1801","contig_15819"
"1802","contig_15820"
"1803","contig_15821"
"1804","contig_15825"
"1805","contig_15827"
"1806","contig_15832"
"1807","contig_15833"
"1808","contig_15839"
"1809","contig_15844"
"1810","contig_15854"
"1811","contig_15856"
"1812","contig_15859"
"1813","contig_15863"
"1814","contig_15865"
"1815","contig_15867"
"1816","contig_15872"
"1817","contig_15873"
"1818","contig_15875"
"1819","contig_15887"
"1820","contig_15894"
"1821","contig_15896"
"1822","contig_15897"
"1823","contig_15899"
"1824","contig_15902"
"1825","contig_15904"
"1826","contig_15906"
"1827","contig_15912"
"1828","contig_15913"
"1829","contig_15919"
"1830","contig_15921"
"1831","contig_15924"
"1832","contig_15932"
"1833","contig_15933"
"1834","contig_15934"
"1835","contig_15938"
"1836","contig_15939"
"1837","contig_15940"
"1838","contig_15941"
"1839","contig_15942"
"1840","contig_15950"
"1841","contig_15952"
"1842","contig_15953"
"1843","contig_15954"
"1844","contig_15958"
"1845","contig_15962"
"1846","contig_15963"
"1847","contig_15967"
"1848","contig_15971"
"1849","contig_15976"
"1850","contig_15983"
"1851","contig_15990"
"1852","contig_15999"
"1853","contig_160"
"1854","contig_16003"
"1855","contig_16009"
"1856","contig_16012"
"1857","contig_16015"
"1858","contig_16017"
"1859","contig_16018"
"1860","contig_16020"
"1861","contig_16025"
"1862","contig_16030"
"1863","contig_16032"
"1864","contig_16035"
"1865","contig_16036"
"1866","contig_16038"
"1867","contig_16040"
"1868","contig_16041"
"1869","contig_16042"
"1870","contig_16045"
"1871","contig_16053"
"1872","contig_16054"
"1873","contig_16057"
"1874","contig_16058"
"1875","contig_16059"
"1876","contig_16062"
"1877","contig_16064"
"1878","contig_16069"
"1879","contig_16070"
"1880","contig_1608"
"1881","contig_16080"
"1882","contig_16082"
"1883","contig_16083"
"1884","contig_16085"
"1885","contig_16088"
"1886","contig_16090"
"1887","contig_16092"
"1888","contig_16093"
"1889","contig_16094"
"1890","contig_16095"
"1891","contig_16097"
"1892","contig_16099"
"1893","contig_16104"
"1894","contig_1611"
"1895","contig_16110"
"1896","contig_16111"
"1897","contig_1612"
"1898","contig_16121"
"1899","contig_1613"
"1900","contig_16135"
"1901","contig_16139"
"1902","contig_16142"
"1903","contig_16143"
"1904","contig_16145"
"1905","contig_16159"
"1906","contig_16164"
"1907","contig_16169"
"1908","contig_16172"
"1909","contig_16174"
"1910","contig_16175"
"1911","contig_16179"
"1912","contig_16186"
"1913","contig_16188"
"1914","contig_16189"
"1915","contig_16194"
"1916","contig_162"
"1917","contig_16205"
"1918","contig_16208"
"1919","contig_16213"
"1920","contig_16217"
"1921","contig_16219"
"1922","contig_16224"
"1923","contig_16227"
"1924","contig_16232"
"1925","contig_16236"
"1926","contig_16239"
"1927","contig_1624"
"1928","contig_16240"
"1929","contig_16241"
"1930","contig_16243"
"1931","contig_16244"
"1932","contig_16245"
"1933","contig_16247"
"1934","contig_1625"
"1935","contig_16251"
"1936","contig_16253"
"1937","contig_16255"
"1938","contig_16256"
"1939","contig_16258"
"1940","contig_16259"
"1941","contig_1626"
"1942","contig_16260"
"1943","contig_16261"
"1944","contig_16263"
"1945","contig_16265"
"1946","contig_16268"
"1947","contig_16269"
"1948","contig_1627"
"1949","contig_16272"
"1950","contig_16275"
"1951","contig_16277"
"1952","contig_16278"
"1953","contig_16280"
"1954","contig_16281"
"1955","contig_16283"
"1956","contig_16289"
"1957","contig_1629"
"1958","contig_16290"
"1959","contig_16291"
"1960","contig_16294"
"1961","contig_16297"
"1962","contig_16299"
"1963","contig_16300"
"1964","contig_16302"
"1965","contig_16307"
"1966","contig_16310"
"1967","contig_16314"
"1968","contig_16317"
"1969","contig_16323"
"1970","contig_16324"
"1971","contig_16326"
"1972","contig_16329"
"1973","contig_16331"
"1974","contig_16333"
"1975","contig_16335"
"1976","contig_16339"
"1977","contig_16340"
"1978","contig_16348"
"1979","contig_16349"
"1980","contig_16350"
"1981","contig_16356"
"1982","contig_16359"
"1983","contig_1636"
"1984","contig_16365"
"1985","contig_16369"
"1986","contig_16390"
"1987","contig_16391"
"1988","contig_16394"
"1989","contig_16395"
"1990","contig_16397"
"1991","contig_16405"
"1992","contig_16412"
"1993","contig_16413"
"1994","contig_16414"
"1995","contig_16415"
"1996","contig_16416"
"1997","contig_16418"
"1998","contig_16420"
"1999","contig_16423"
"2000","contig_16426"
"2001","contig_16431"
"2002","contig_16432"
"2003","contig_16439"
"2004","contig_16443"
"2005","contig_16449"
"2006","contig_16454"
"2007","contig_16457"
"2008","contig_16459"
"2009","contig_16460"
"2010","contig_16464"
"2011","contig_16467"
"2012","contig_16469"
"2013","contig_16471"
"2014","contig_16473"
"2015","contig_16474"
"2016","contig_16476"
"2017","contig_16482"
"2018","contig_16483"
"2019","contig_16484"
"2020","contig_16485"
"2021","contig_16486"
"2022","contig_16490"
"2023","contig_16492"
"2024","contig_16494"
"2025","contig_16495"
"2026","contig_16497"
"2027","contig_16498"
"2028","contig_16506"
"2029","contig_16522"
"2030","contig_16524"
"2031","contig_16526"
"2032","contig_16529"
"2033","contig_16532"
"2034","contig_16538"
"2035","contig_16540"
"2036","contig_16543"
"2037","contig_16544"
"2038","contig_16547"
"2039","contig_16553"
"2040","contig_16554"
"2041","contig_16555"
"2042","contig_16556"
"2043","contig_1656"
"2044","contig_16561"
"2045","contig_16567"
"2046","contig_1657"
"2047","contig_16573"
"2048","contig_16574"
"2049","contig_16576"
"2050","contig_16580"
"2051","contig_16586"
"2052","contig_16594"
"2053","contig_16597"
"2054","contig_166"
"2055","contig_16601"
"2056","contig_16604"
"2057","contig_16608"
"2058","contig_16609"
"2059","contig_16614"
"2060","contig_16620"
"2061","contig_16626"
"2062","contig_16628"
"2063","contig_16635"
"2064","contig_16636"
"2065","contig_16648"
"2066","contig_16649"
"2067","contig_1665"
"2068","contig_16651"
"2069","contig_16652"
"2070","contig_16653"
"2071","contig_16655"
"2072","contig_16659"
"2073","contig_16661"
"2074","contig_16666"
"2075","contig_1667"
"2076","contig_16671"
"2077","contig_16675"
"2078","contig_16676"
"2079","contig_1668"
"2080","contig_16681"
"2081","contig_16694"
"2082","contig_16696"
"2083","contig_16703"
"2084","contig_16706"
"2085","contig_16716"
"2086","contig_16717"
"2087","contig_16718"
"2088","contig_1672"
"2089","contig_16722"
"2090","contig_16725"
"2091","contig_16727"
"2092","contig_16731"
"2093","contig_16733"
"2094","contig_16738"
"2095","contig_16739"
"2096","contig_1674"
"2097","contig_16746"
"2098","contig_16748"
"2099","contig_16756"
"2100","contig_1676"
"2101","contig_16760"
"2102","contig_16763"
"2103","contig_16765"
"2104","contig_16767"
"2105","contig_1677"
"2106","contig_16770"
"2107","contig_16771"
"2108","contig_16775"
"2109","contig_16776"
"2110","contig_16777"
"2111","contig_16778"
"2112","contig_1678"
"2113","contig_16780"
"2114","contig_16781"
"2115","contig_16783"
"2116","contig_1679"
"2117","contig_16791"
"2118","contig_16796"
"2119","contig_16797"
"2120","contig_1680"
"2121","contig_16801"
"2122","contig_16803"
"2123","contig_16805"
"2124","contig_16807"
"2125","contig_16809"
"2126","contig_16810"
"2127","contig_16811"
"2128","contig_16814"
"2129","contig_16816"
"2130","contig_16817"
"2131","contig_16818"
"2132","contig_1682"
"2133","contig_16824"
"2134","contig_16828"
"2135","contig_16829"
"2136","contig_16832"
"2137","contig_16838"
"2138","contig_1684"
"2139","contig_16842"
"2140","contig_16847"
"2141","contig_16850"
"2142","contig_16854"
"2143","contig_16855"
"2144","contig_16856"
"2145","contig_16860"
"2146","contig_16862"
"2147","contig_16867"
"2148","contig_1687"
"2149","contig_16870"
"2150","contig_16873"
"2151","contig_16874"
"2152","contig_16877"
"2153","contig_16879"
"2154","contig_16883"
"2155","contig_16885"
"2156","contig_16889"
"2157","contig_16890"
"2158","contig_16893"
"2159","contig_16894"
"2160","contig_16898"
"2161","contig_16899"
"2162","contig_1690"
"2163","contig_16901"
"2164","contig_16902"
"2165","contig_16904"
"2166","contig_16905"
"2167","contig_16906"
"2168","contig_1691"
"2169","contig_16910"
"2170","contig_16911"
"2171","contig_16912"
"2172","contig_16913"
"2173","contig_16915"
"2174","contig_16920"
"2175","contig_16923"
"2176","contig_16928"
"2177","contig_16932"
"2178","contig_16933"
"2179","contig_16946"
"2180","contig_16947"
"2181","contig_16949"
"2182","contig_1695"
"2183","contig_16953"
"2184","contig_16961"
"2185","contig_16962"
"2186","contig_16964"
"2187","contig_16967"
"2188","contig_16973"
"2189","contig_16978"
"2190","contig_16979"
"2191","contig_1698"
"2192","contig_16984"
"2193","contig_16985"
"2194","contig_16987"
"2195","contig_1699"
"2196","contig_16990"
"2197","contig_16995"
"2198","contig_16996"
"2199","contig_1700"
"2200","contig_17000"
"2201","contig_17002"
"2202","contig_17005"
"2203","contig_17007"
"2204","contig_17008"
"2205","contig_17011"
"2206","contig_17014"
"2207","contig_17015"
"2208","contig_17016"
"2209","contig_17027"
"2210","contig_17030"
"2211","contig_17035"
"2212","contig_1704"
"2213","contig_17040"
"2214","contig_17051"
"2215","contig_17052"
"2216","contig_17054"
"2217","contig_17055"
"2218","contig_17061"
"2219","contig_17064"
"2220","contig_17067"
"2221","contig_17070"
"2222","contig_17071"
"2223","contig_17072"
"2224","contig_17073"
"2225","contig_17074"
"2226","contig_17076"
"2227","contig_17080"
"2228","contig_17081"
"2229","contig_17082"
"2230","contig_17087"
"2231","contig_1709"
"2232","contig_17093"
"2233","contig_17099"
"2234","contig_17103"
"2235","contig_17117"
"2236","contig_17119"
"2237","contig_17122"
"2238","contig_17123"
"2239","contig_17124"
"2240","contig_17125"
"2241","contig_17127"
"2242","contig_17129"
"2243","contig_17130"
"2244","contig_17132"
"2245","contig_17140"
"2246","contig_17145"
"2247","contig_17150"
"2248","contig_17152"
"2249","contig_17154"
"2250","contig_17159"
"2251","contig_17163"
"2252","contig_17164"
"2253","contig_17168"
"2254","contig_17170"
"2255","contig_17174"
"2256","contig_17177"
"2257","contig_17178"
"2258","contig_17179"
"2259","contig_1718"
"2260","contig_17183"
"2261","contig_17186"
"2262","contig_17187"
"2263","contig_17204"
"2264","contig_17205"
"2265","contig_17207"
"2266","contig_17209"
"2267","contig_1721"
"2268","contig_17211"
"2269","contig_17214"
"2270","contig_17215"
"2271","contig_17217"
"2272","contig_17221"
"2273","contig_17222"
"2274","contig_17224"
"2275","contig_1723"
"2276","contig_17232"
"2277","contig_17234"
"2278","contig_17237"
"2279","contig_17239"
"2280","contig_17243"
"2281","contig_17244"
"2282","contig_17246"
"2283","contig_17248"
"2284","contig_17251"
"2285","contig_17256"
"2286","contig_17258"
"2287","contig_17260"
"2288","contig_17261"
"2289","contig_17264"
"2290","contig_17267"
"2291","contig_17268"
"2292","contig_17269"
"2293","contig_1727"
"2294","contig_17274"
"2295","contig_17278"
"2296","contig_1728"
"2297","contig_17285"
"2298","contig_17286"
"2299","contig_17287"
"2300","contig_17292"
"2301","contig_17295"
"2302","contig_17296"
"2303","contig_17297"
"2304","contig_17300"
"2305","contig_17306"
"2306","contig_17307"
"2307","contig_17308"
"2308","contig_17309"
"2309","contig_1731"
"2310","contig_17310"
"2311","contig_17316"
"2312","contig_17321"
"2313","contig_17326"
"2314","contig_17328"
"2315","contig_1733"
"2316","contig_17333"
"2317","contig_17337"
"2318","contig_17342"
"2319","contig_17345"
"2320","contig_17347"
"2321","contig_17348"
"2322","contig_17349"
"2323","contig_1735"
"2324","contig_17354"
"2325","contig_17356"
"2326","contig_17358"
"2327","contig_1736"
"2328","contig_17364"
"2329","contig_1737"
"2330","contig_17373"
"2331","contig_17375"
"2332","contig_17379"
"2333","contig_17380"
"2334","contig_17384"
"2335","contig_17385"
"2336","contig_17388"
"2337","contig_17393"
"2338","contig_17397"
"2339","contig_1740"
"2340","contig_17401"
"2341","contig_17403"
"2342","contig_17405"
"2343","contig_17409"
"2344","contig_17415"
"2345","contig_1742"
"2346","contig_17423"
"2347","contig_17425"
"2348","contig_17427"
"2349","contig_1743"
"2350","contig_17432"
"2351","contig_17436"
"2352","contig_17438"
"2353","contig_17440"
"2354","contig_17443"
"2355","contig_17444"
"2356","contig_17448"
"2357","contig_17449"
"2358","contig_17450"
"2359","contig_17452"
"2360","contig_17454"
"2361","contig_17456"
"2362","contig_17458"
"2363","contig_17459"
"2364","contig_1746"
"2365","contig_17462"
"2366","contig_17467"
"2367","contig_17475"
"2368","contig_17479"
"2369","contig_1748"
"2370","contig_17480"
"2371","contig_17482"
"2372","contig_17485"
"2373","contig_17486"
"2374","contig_17488"
"2375","contig_17489"
"2376","contig_17490"
"2377","contig_17492"
"2378","contig_1750"
"2379","contig_17505"
"2380","contig_17506"
"2381","contig_17512"
"2382","contig_17516"
"2383","contig_17517"
"2384","contig_17527"
"2385","contig_17529"
"2386","contig_17533"
"2387","contig_17537"
"2388","contig_1754"
"2389","contig_17542"
"2390","contig_17546"
"2391","contig_1755"
"2392","contig_17553"
"2393","contig_17557"
"2394","contig_1756"
"2395","contig_17560"
"2396","contig_17561"
"2397","contig_17564"
"2398","contig_17570"
"2399","contig_17572"
"2400","contig_17576"
"2401","contig_17585"
"2402","contig_17590"
"2403","contig_17592"
"2404","contig_17598"
"2405","contig_17600"
"2406","contig_17602"
"2407","contig_17603"
"2408","contig_17607"
"2409","contig_17608"
"2410","contig_17609"
"2411","contig_17612"
"2412","contig_17613"
"2413","contig_17614"
"2414","contig_17622"
"2415","contig_17628"
"2416","contig_17633"
"2417","contig_17635"
"2418","contig_17637"
"2419","contig_17644"
"2420","contig_17645"
"2421","contig_17647"
"2422","contig_17651"
"2423","contig_17653"
"2424","contig_17654"
"2425","contig_17659"
"2426","contig_17665"
"2427","contig_17668"
"2428","contig_17669"
"2429","contig_17670"
"2430","contig_17671"
"2431","contig_17672"
"2432","contig_17676"
"2433","contig_17678"
"2434","contig_17683"
"2435","contig_17687"
"2436","contig_17691"
"2437","contig_17694"
"2438","contig_177"
"2439","contig_17703"
"2440","contig_17705"
"2441","contig_17707"
"2442","contig_17708"
"2443","contig_17709"
"2444","contig_17711"
"2445","contig_17715"
"2446","contig_17716"
"2447","contig_17718"
"2448","contig_17725"
"2449","contig_17728"
"2450","contig_17729"
"2451","contig_1773"
"2452","contig_17730"
"2453","contig_17731"
"2454","contig_17736"
"2455","contig_17737"
"2456","contig_1774"
"2457","contig_17740"
"2458","contig_17758"
"2459","contig_17759"
"2460","contig_17760"
"2461","contig_17773"
"2462","contig_17774"
"2463","contig_17777"
"2464","contig_17778"
"2465","contig_17779"
"2466","contig_17787"
"2467","contig_17798"
"2468","contig_17799"
"2469","contig_17803"
"2470","contig_17804"
"2471","contig_17805"
"2472","contig_1781"
"2473","contig_17814"
"2474","contig_17815"
"2475","contig_17822"
"2476","contig_17823"
"2477","contig_17824"
"2478","contig_17839"
"2479","contig_17840"
"2480","contig_17844"
"2481","contig_17848"
"2482","contig_17857"
"2483","contig_17868"
"2484","contig_17869"
"2485","contig_1787"
"2486","contig_17871"
"2487","contig_17873"
"2488","contig_17876"
"2489","contig_17877"
"2490","contig_1788"
"2491","contig_17880"
"2492","contig_17881"
"2493","contig_17885"
"2494","contig_1789"
"2495","contig_17890"
"2496","contig_17898"
"2497","contig_179"
"2498","contig_1790"
"2499","contig_17900"
"2500","contig_17902"
"2501","contig_17908"
"2502","contig_17911"
"2503","contig_17914"
"2504","contig_17916"
"2505","contig_17919"
"2506","contig_17921"
"2507","contig_1793"
"2508","contig_17932"
"2509","contig_17934"
"2510","contig_17940"
"2511","contig_1795"
"2512","contig_17950"
"2513","contig_17951"
"2514","contig_17952"
"2515","contig_17955"
"2516","contig_17956"
"2517","contig_1796"
"2518","contig_17961"
"2519","contig_17963"
"2520","contig_17970"
"2521","contig_17984"
"2522","contig_17987"
"2523","contig_17990"
"2524","contig_17991"
"2525","contig_17993"
"2526","contig_180"
"2527","contig_18001"
"2528","contig_18008"
"2529","contig_18010"
"2530","contig_18011"
"2531","contig_18018"
"2532","contig_18022"
"2533","contig_18034"
"2534","contig_18036"
"2535","contig_18044"
"2536","contig_18046"
"2537","contig_18047"
"2538","contig_18048"
"2539","contig_18049"
"2540","contig_18051"
"2541","contig_18053"
"2542","contig_18058"
"2543","contig_18061"
"2544","contig_18062"
"2545","contig_18064"
"2546","contig_18081"
"2547","contig_18091"
"2548","contig_18094"
"2549","contig_18095"
"2550","contig_18096"
"2551","contig_18099"
"2552","contig_18101"
"2553","contig_18102"
"2554","contig_18105"
"2555","contig_18110"
"2556","contig_18114"
"2557","contig_18118"
"2558","contig_18119"
"2559","contig_18122"
"2560","contig_18124"
"2561","contig_18125"
"2562","contig_18126"
"2563","contig_18127"
"2564","contig_18129"
"2565","contig_18130"
"2566","contig_18132"
"2567","contig_18135"
"2568","contig_18138"
"2569","contig_18139"
"2570","contig_18143"
"2571","contig_18150"
"2572","contig_18152"
"2573","contig_18154"
"2574","contig_18160"
"2575","contig_18168"
"2576","contig_18172"
"2577","contig_18175"
"2578","contig_18176"
"2579","contig_18177"
"2580","contig_18178"
"2581","contig_18180"
"2582","contig_18183"
"2583","contig_18184"
"2584","contig_18191"
"2585","contig_18196"
"2586","contig_18197"
"2587","contig_182"
"2588","contig_1820"
"2589","contig_18201"
"2590","contig_18203"
"2591","contig_18205"
"2592","contig_18212"
"2593","contig_1822"
"2594","contig_18224"
"2595","contig_18237"
"2596","contig_18238"
"2597","contig_18242"
"2598","contig_18257"
"2599","contig_18260"
"2600","contig_18261"
"2601","contig_18262"
"2602","contig_18263"
"2603","contig_18265"
"2604","contig_18266"
"2605","contig_18267"
"2606","contig_1827"
"2607","contig_18272"
"2608","contig_18273"
"2609","contig_18281"
"2610","contig_18282"
"2611","contig_18284"
"2612","contig_18289"
"2613","contig_1829"
"2614","contig_18290"
"2615","contig_18292"
"2616","contig_18293"
"2617","contig_18301"
"2618","contig_18302"
"2619","contig_18303"
"2620","contig_18309"
"2621","contig_1831"
"2622","contig_18318"
"2623","contig_1832"
"2624","contig_18321"
"2625","contig_18322"
"2626","contig_18323"
"2627","contig_18324"
"2628","contig_18328"
"2629","contig_18329"
"2630","contig_18335"
"2631","contig_18337"
"2632","contig_1834"
"2633","contig_18341"
"2634","contig_18343"
"2635","contig_1835"
